dt,type_name,type_id,lon,lat,lesn1,lesn3
2014/04/14,Лесной пожар,"3",102.2137,53.4287,Заларинское,Заларинская
2014/04/14,Лесной пожар,"3",102.1993,53.4323,Заларинское,Заларинская
2014/04/16,Неконтролируемый пал,"1",102.552,53.4128,Заларинское,Заларинская
2014/04/17,Лесной пожар,"3",102.6047,53.5207,Заларинское,Заларинская
2014/04/18,Лесной пожар,"3",102.2427,53.4118,Заларинское,Заларинская
2014/04/18,Лесной пожар,"3",102.2498,53.4031,Заларинское,Заларинская
2014/04/19,Лесной пожар,"3",102.0684,53.3058,Заларинское,Заларинская
2014/04/19,Лесной пожар,"3",102.5315,53.4654,Заларинское,Заларинская
2014/04/20,Лесной пожар,"3",102.5351,53.4703,Заларинское,Заларинская
2014/04/21,Лесной пожар,"3",102.1776,53.3839,Заларинское,Заларинская
2014/04/22,Контролируемый пал,"5",102.6261,53.4549,Заларинское,Заларинская
2014/04/22,Лесной пожар,"3",102.6135,53.466,Заларинское,Заларинская
2014/04/25,Природный пожар,"4",102.5883,53.4847,Заларинское,Заларинская
2014/04/26,Лесной пожар,"3",102.5934,53.4905,Заларинское,Заларинская
2014/04/26,Лесной пожар,"3",102.5857,53.495,Заларинское,Заларинская
2014/04/26,Контролируемый пал,"5",102.6623,53.522,Заларинское,Заларинская
2014/04/26,Лесной пожар,"3",102.4732,53.4762,Заларинское,Заларинская
2014/04/27,Лесной пожар,"3",102.489,53.4696,Заларинское,Заларинская
2014/04/27,Лесной пожар,"3",102.641,53.533,Заларинское,Заларинская
2014/04/28,Лесной пожар,"3",102.2087,53.3773,Заларинское,Заларинская
2014/04/28,Лесной пожар,"3",102.5598,53.5157,Заларинское,Заларинская
2014/04/28,Лесной пожар,"3",102.4712,53.4722,Заларинское,Заларинская
2014/04/28,Лесной пожар,"3",102.653,53.5164,Заларинское,Заларинская
2014/04/28,Контролируемый пал,"5",102.4643,53.4723,Заларинское,Заларинская
2014/04/29,Лесной пожар,"3",102.6273,53.5737,Заларинское,Заларинская
2014/04/29,Лесной пожар,"3",102.6329,53.5698,Заларинское,Заларинская
2014/10/04,Лесной пожар,"3",101.858,53.379,Заларинское,Заларинская
2015/07/03,Лесной пожар,"3",102.4784,53.4944,Заларинское,Заларинская
2017/04/07,Контролируемый пал,"5",102.2759,53.3534,Заларинское,Заларинская
2017/04/28,Лесной пожар,"3",102.0786,53.2233,Заларинское,Заларинская
